gene_id	chr	start	end	length
FBgn0265805	2L	12092009	12092358	350
FBgn0032408	2L	12095176	12096511	1336
FBgn0028707	2L	12096525	12097687	1163
FBgn0032409	2L	12097838	12100839	3002
FBgn0029137	2L	12100765	12103285	2521
FBgn0027081	2L	12103751	12107170	3420
FBgn0015797	2L	12107221	12109116	1896
FBgn0263234	2L	12109417	12110664	1248
FBgn0263235	2L	12111110	12112256	1147
FBgn0032414	2L	12114360	12129896	15537
FBgn0032415	2L	12130516	12133411	2896
FBgn0032416	2L	12138008	12140392	2385
FBgn0051760	2L	12142780	12170508	27729
FBgn0051861	2L	12161767	12162605	839
FBgn0051860	2L	12164241	12166704	2464
FBgn0032419	2L	12170550	12171232	683
FBgn0032420	2L	12171204	12172586	1383
FBgn0032421	2L	12172981	12174091	1111
FBgn0263088	2L	12174090	12174638	549
FBgn0000114	2L	12175004	12313438	138435
FBgn0032422	2L	12175451	12177886	2436
FBgn0051759	2L	12207709	12210110	2402
FBgn0266820	2L	12315777	12316122	346
FBgn0266821	2L	12316158	12317313	1156
FBgn0051862	2L	12338848	12339477	630
FBgn0264361	2L	12343643	12344266	624
FBgn0262475	2L	12344219	12397528	53310
FBgn0032424	2L	12356441	12357906	1466
FBgn0041195	2L	12398274	12402023	3750
FBgn0043841	2L	12403270	12423439	20170
FBgn0032428	2L	12424904	12426440	1537
FBgn0032429	2L	12426631	12427709	1079
FBgn0032430	2L	12428028	12430021	1994
FBgn0032431	2L	12429827	12430892	1066
FBgn0265298	2L	12431075	12434665	3591
FBgn0263468	2L	12432798	12432950	153
FBgn0263469	2L	12433025	12433180	156
FBgn0020443	2L	12434452	12441279	6828
FBgn0032433	2L	12441401	12445924	4524
FBgn0032434	2L	12446080	12448132	2053
FBgn0032435	2L	12448484	12452047	3564
FBgn0032436	2L	12451945	12453242	1298
FBgn0032437	2L	12453664	12454951	1288
FBgn0259176	2L	12455540	12546611	91072
FBgn0262203	2L	12460004	12460100	97
FBgn0051858	2L	12496616	12497333	718
FBgn0262353	2L	12507939	12508504	566
FBgn0263458	2L	12508108	12508254	147
FBgn0261709	2L	12543176	12544343	1168
FBgn0265809	2L	12570672	12571157	486
FBgn0265808	2L	12571160	12571606	447
FBgn0265807	2L	12581445	12582858	1414
FBgn0265806	2L	12582402	12583550	1149
FBgn0085424	2L	12587625	12628135	40511
FBgn0032439	2L	12610517	12646356	35840
FBgn0004394	2L	12657165	12686306	29142
FBgn0032442	2L	12667248	12669714	2467
FBgn0032444	2L	12690336	12692934	2599
FBgn0032445	2L	12692993	12693939	947
FBgn0032446	2L	12693872	12694988	1117
FBgn0032447	2L	12695033	12698917	3885
FBgn0032448	2L	12696426	12697323	898
FBgn0032449	2L	12698918	12700746	1829
FBgn0032450	2L	12700949	12704451	3503
FBgn0032451	2L	12704725	12706683	1959
FBgn0032452	2L	12706799	12707711	913
FBgn0032453	2L	12707661	12708680	1020
FBgn0032454	2L	12708792	12712952	4161
FBgn0032455	2L	12713276	12721843	8568
FBgn0032456	2L	12719045	12766546	47502
FBgn0283550	2L	12724957	12725025	69
FBgn0032457	2L	12760346	12761840	1495
FBgn0267925	2L	12767717	12768765	1049
FBgn0284416	2L	12774054	12775252	1199
FBgn0264366	2L	12807643	12808340	698
FBgn0015399	2L	12817000	12822787	5788
FBgn0266305	2L	12840895	12841323	429
FBgn0266306	2L	12841517	12841895	379
FBgn0040508	2L	12912530	12916774	4245
FBgn0040509	2L	12916814	12921008	4195
FBgn0040510	2L	12921091	12925453	4363
FBgn0040506	2L	12925611	12929823	4213
FBgn0265072	2L	12931551	12932340	790
FBgn0032462	2L	12966590	12967810	1221
FBgn0263598	2L	12974322	12978607	4286
FBgn0032464	2L	12978786	12981293	2508
FBgn0032465	2L	12993757	13000635	6879
FBgn0265262	2L	13000770	13004107	3338
FBgn0021796	2L	13004480	13013197	8718
FBgn0032467	2L	13013276	13019434	6159
FBgn0028965	2L	13019575	13021312	1738
FBgn0262160	2L	13021868	13060140	38273
FBgn0265086	2L	13089803	13090559	757
FBgn0267003	2L	13096994	13097298	305
FBgn0267017	2L	13104719	13105263	545
FBgn0032470	2L	13106807	13109468	2662
FBgn0265087	2L	13118890	13119134	245
FBgn0262352	2L	13119294	13120767	1474
FBgn0032471	2L	13130591	13134804	4214
FBgn0032472	2L	13142445	13142903	459
FBgn0040972	2L	13143214	13143622	409
FBgn0265088	2L	13146636	13146908	273
FBgn0028410	2L	13158810	13160173	1364
FBgn0032473	2L	13160527	13163153	2627
FBgn0032474	2L	13163209	13166072	2864
FBgn0024291	2L	13165564	13169551	3988
FBgn0032475	2L	13169649	13176785	7137
FBgn0267989	2L	13174227	13175365	1139
FBgn0264546	2L	13176423	13176888	466
FBgn0032476	2L	13177150	13178978	1829
FBgn0032477	2L	13179247	13183495	4249
FBgn0051849	2L	13180398	13182596	2199
FBgn0032478	2L	13183450	13184875	1426
FBgn0032479	2L	13183849	13191979	8131
FBgn0032480	2L	13192201	13197281	5081
FBgn0032481	2L	13197102	13203295	6194
FBgn0032482	2L	13203762	13210828	7067
FBgn0032483	2L	13210773	13211814	1042
FBgn0004191	2L	13211925	13212116	192
FBgn0032484	2L	13212335	13215350	3016
FBgn0004192	2L	13215839	13216030	192
FBgn0032485	2L	13216290	13219923	3634
FBgn0032486	2L	13219979	13221398	1420
FBgn0032487	2L	13221397	13222429	1033
FBgn0032488	2L	13222587	13224545	1959
FBgn0032489	2L	13224620	13225275	656
FBgn0032490	2L	13227529	13228521	993
FBgn0032491	2L	13229832	13230549	718
FBgn0032492	2L	13232039	13233058	1020
FBgn0032493	2L	13233798	13234660	863
FBgn0027586	2L	13236494	13239297	2804
FBgn0032494	2L	13239989	13241773	1785
FBgn0287610	2L	13241409	13242021	613
FBgn0266869	2L	13241807	13244724	2918
FBgn0041720	2L	13244370	13244561	192
FBgn0003935	2L	13244848	13244974	127
FBgn0032495	2L	13246232	13250189	3958
FBgn0284244	2L	13251509	13257426	5918
FBgn0051851	2L	13257477	13258644	1168
FBgn0051730	2L	13259064	13259743	680
FBgn0264894	2L	13261008	13284043	23036
FBgn0051848	2L	13264996	13265876	881
FBgn0028406	2L	13283912	13286462	2551
FBgn0264892	2L	13284927	13286538	1612
FBgn0032499	2L	13286777	13289556	2780
FBgn0266307	2L	13288302	13289021	720
FBgn0051729	2L	13289997	13301668	11672
FBgn0040973	2L	13293009	13293415	407
FBgn0264308	2L	13301814	13331121	29308
FBgn0032503	2L	13304788	13307807	3020
FBgn0264301	2L	13305920	13306755	836
FBgn0032505	2L	13347773	13349020	1248
FBgn0032506	2L	13349823	13355073	5251
FBgn0032507	2L	13359901	13361565	1665
FBgn0022069	2L	13363308	13366189	2882
FBgn0032509	2L	13366447	13367410	964
FBgn0051852	2L	13367617	13369021	1405
FBgn0051855	2L	13369204	13370329	1126
FBgn0032511	2L	13370103	13371110	1008
FBgn0032512	2L	13371427	13373890	2464
FBgn0032513	2L	13374019	13376404	2386
FBgn0032514	2L	13376455	13378538	2084
FBgn0025724	2L	13378902	13382382	3481
FBgn0032515	2L	13382652	13385671	3020
FBgn0265810	2L	13384822	13385403	582
FBgn0032516	2L	13385848	13387312	1465
FBgn0032517	2L	13387571	13393959	6389
FBgn0032518	2L	13393687	13395131	1445
FBgn0032519	2L	13395360	13396184	825
FBgn0032520	2L	13396392	13398664	2273
FBgn0265811	2L	13398858	13399831	974
FBgn0032521	2L	13398991	13411047	12057
FBgn0003983	2L	13411141	13411631	491
FBgn0032522	2L	13412519	13413716	1198
FBgn0032523	2L	13413783	13414575	793
FBgn0263354	2L	13415431	13500427	84997
FBgn0264432	2L	13415431	13420645	5215
FBgn0026760	2L	13435622	13439930	4309
FBgn0267243	2L	13437895	13442410	4516
FBgn0032524	2L	13444103	13445651	1549
FBgn0032525	2L	13447538	13449497	1960
FBgn0261991	2L	13457497	13458073	577
FBgn0267244	2L	13458290	13458605	316
FBgn0261992	2L	13459681	13460183	503
FBgn0284224	2L	13461774	13500427	38654
FBgn0023407	2L	13500624	13549328	48705
FBgn0053640	2L	13527841	13528537	697
FBgn0053641	2L	13529042	13529821	780
FBgn0053642	2L	13529975	13530736	762
FBgn0053643	2L	13531074	13531662	589
FBgn0053644	2L	13532085	13532636	552
FBgn0053645	2L	13532824	13533454	631
FBgn0028943	2L	13535291	13535778	488
FBgn0028942	2L	13540751	13541646	896
FBgn0032530	2L	13541638	13542576	939
FBgn0028941	2L	13542268	13543633	1366
FBgn0259984	2L	13550139	13639411	89273
FBgn0266308	2L	13582569	13583033	465
FBgn0028513	2L	13595503	13597186	1684
FBgn0262194	2L	13609974	13610068	95
FBgn0263329	2L	13632676	13633166	491
FBgn0028546	2L	13639447	13642602	3156
FBgn0265939	2L	13642821	13643230	410
FBgn0028527	2L	13665525	13672967	7443
FBgn0051814	2L	13676860	13717320	40461
FBgn0028848	2L	13708215	13710583	2369
FBgn0028847	2L	13722161	13723642	1482
FBgn0051813	2L	13736138	13737030	893
FBgn0267573	2L	13745448	13747888	2441
FBgn0028541	2L	13746952	13773905	26954
FBgn0266140	2L	13746952	13756402	9451
FBgn0262272	2L	13747609	13747697	89
FBgn0262332	2L	13747748	13747839	92
FBgn0263206	2L	13773997	13774355	359
FBgn0028540	2L	13774340	13780165	5826
FBgn0051845	2L	13777195	13778124	930
FBgn0024846	2L	13780689	13782611	1923
FBgn0028932	2L	13782231	13784338	2108
FBgn0028539	2L	13784084	13790562	6479
FBgn0266141	2L	13784713	13785423	711
FBgn0028931	2L	13790959	13793264	2306
FBgn0028538	2L	13793521	13799674	6154
FBgn0027844	2L	13803626	13809994	6369
FBgn0028658	2L	13808360	13811474	3115
FBgn0028919	2L	13811522	13813316	1795
FBgn0032533	2L	13812700	13813256	557
FBgn0001965	2L	13813816	13819824	6009
FBgn0000153	2L	13821248	13823979	2732
FBgn0004406	2L	13823980	13827772	3793
FBgn0001961	2L	13827941	13829741	1801
FBgn0015271	2L	13829837	13831576	1740
FBgn0004407	2L	13831482	13833105	1624
FBgn0064115	2L	13831482	13833105	1624
FBgn0026373	2L	13833337	13834306	970
FBgn0260407	2L	13834250	13835072	823
FBgn0028509	2L	13835564	13898712	63149
FBgn0053307	2L	13839262	13841520	2259
FBgn0053306	2L	13842888	13843742	855
FBgn0028920	2L	13843915	13845325	1411
FBgn0028534	2L	13846752	13847799	1048
FBgn0028533	2L	13847925	13849223	1299
FBgn0028532	2L	13849400	13850329	930
FBgn0266142	2L	13865992	13866690	699
FBgn0019890	2L	13898828	13904661	5834
FBgn0012037	2L	13905645	13909212	3568
FBgn0032535	2L	13909333	13911719	2387
FBgn0025115	2L	13912083	13912652	570
FBgn0032536	2L	13914725	13956188	41464
FBgn0028938	2L	13920707	13923553	2847
FBgn0261628	2L	13930322	13931362	1041
FBgn0032538	2L	13932559	13934692	2134
FBgn0028544	2L	13944756	13947476	2721
FBgn0261514	2L	13957539	13963381	5843
FBgn0027929	2L	13963507	13965088	1582
FBgn0028543	2L	13965012	13967018	2007
FBgn0054003	2L	13967464	13967985	522
FBgn0028542	2L	13968280	13969976	1697
FBgn0028936	2L	13970177	13972173	1997
FBgn0028430	2L	13972096	13972947	852
FBgn0259896	2L	13973158	13976769	3612
FBgn0028940	2L	13977302	13979569	2268
FBgn0028939	2L	13980126	13983269	3144
FBgn0003255	2L	13982743	14001248	18506
FBgn0261582	2L	14008101	14008820	720
FBgn0028909	2L	14010565	14010636	72
FBgn0027348	2L	14013004	14019328	6325
FBgn0001967	2L	14019357	14020208	852
FBgn0266143	2L	14019395	14020325	931
FBgn0266892	2L	14021583	14022033	451
FBgn0051840	2L	14023722	14024099	378
FBgn0286723	2L	14027001	14029368	2368
FBgn0028872	2L	14029262	14031539	2278
FBgn0266822	2L	14032006	14038306	6301
FBgn0028875	2L	14040170	14094401	54232
FBgn0260011	2L	14047582	14048863	1282
FBgn0283651	2L	14104090	14160587	56498
FBgn0028526	2L	14108057	14109447	1391
FBgn0051769	2L	14109597	14110739	1143
FBgn0263037	2L	14161144	14163222	2079
FBgn0263038	2L	14163508	14180686	17179
FBgn0016930	2L	14184478	14234126	49649
FBgn0265940	2L	14234754	14235156	403
FBgn0265941	2L	14235318	14236307	990
FBgn0265147	2L	14241071	14241732	662
FBgn0261563	2L	14263027	14328262	65236
FBgn0265942	2L	14273721	14274454	734
FBgn0052971	2L	14274821	14278002	3182
FBgn0263648	2L	14291201	14291817	617
FBgn0263649	2L	14293275	14295394	2120
FBgn0261529	2L	14328429	14333860	5432
FBgn0028916	2L	14334158	14345795	11638
FBgn0028531	2L	14338240	14340080	1841
FBgn0264253	2L	14345915	14346688	774
FBgn0028530	2L	14347239	14348790	1552
FBgn0261534	2L	14349020	14351513	2494
FBgn0266144	2L	14349070	14349799	730
FBgn0262354	2L	14352077	14352619	543
FBgn0261535	2L	14352594	14355085	2492
FBgn0015791	2L	14355145	14358764	3620
FBgn0266145	2L	14355468	14356878	1411
FBgn0001970	2L	14359252	14361411	2160
FBgn0266428	2L	14359285	14361303	2019
FBgn0015546	2L	14362069	14366840	4772
FBgn0020258	2L	14378218	14381172	2955
FBgn0004858	2L	14390628	14409549	18922
FBgn0265946	2L	14409755	14410045	291
FBgn0264810	2L	14416729	14417331	603
FBgn0028871	2L	14424315	14425189	875
FBgn0265945	2L	14428612	14430822	2211
FBgn0267290	2L	14448409	14449009	601
FBgn0028844	2L	14450282	14450922	641
FBgn0265943	2L	14457113	14457338	226
FBgn0265944	2L	14486040	14486752	713
FBgn0005771	2L	14490859	14494019	3161
FBgn0028882	2L	14495878	14495949	72
FBgn0266841	2L	14496997	14498116	1120
FBgn0267257	2L	14509913	14512083	2171
FBgn0011862	2L	14518091	14518161	71
FBgn0011863	2L	14518307	14518377	71
FBgn0011864	2L	14518621	14518691	71
FBgn0053648	2L	14524312	14525656	1345
FBgn0011865	2L	14530546	14530616	71
FBgn0011866	2L	14530854	14530924	71
FBgn0266146	2L	14532484	14533471	988
FBgn0250844	2L	14547498	14549109	1612
FBgn0266147	2L	14550395	14550960	566
FBgn0266148	2L	14557939	14558852	914
FBgn0266149	2L	14560778	14561355	578
FBgn0028913	2L	14563015	14563726	712
FBgn0266150	2L	14576473	14577097	625
FBgn0261566	2L	14587920	14588234	315
FBgn0028912	2L	14598859	14598930	72
FBgn0003016	2L	14599196	14689340	90145
FBgn0028911	2L	14599396	14599467	72
FBgn0028910	2L	14599674	14599745	72
FBgn0263330	2L	14613258	14613621	364
FBgn0000055	2L	14615552	14618902	3351
FBgn0000056	2L	14615552	14618902	3351
FBgn0028855	2L	14712471	14713298	828
FBgn0085194	2L	14713750	14714526	777
FBgn0261571	2L	14724617	14730177	5561
FBgn0266151	2L	14732561	14733008	448
FBgn0051835	2L	14735843	14737067	1225
FBgn0028537	2L	14737090	14737769	680
FBgn0260953	2L	14739914	14741138	1225
FBgn0260954	2L	14741161	14741840	680
FBgn0085195	2L	14743193	14743879	687
FBgn0261567	2L	14744421	14744817	397
FBgn0260955	2L	14744845	14745210	366
FBgn0286892	2L	14745871	14746176	306
FBgn0267014	2L	14746807	14747080	274
FBgn0028870	2L	14760767	14761924	1158
FBgn0266152	2L	14761972	14762691	720
FBgn0028838	2L	14762765	14764065	1301
FBgn0028868	2L	14765908	14767225	1318
FBgn0032549	2L	14773814	14774981	1168
FBgn0028867	2L	14781715	14783110	1396
FBgn0032551	2L	14783301	14784598	1298
FBgn0028866	2L	14794516	14796642	2127
FBgn0250834	2L	14802334	14803293	960
FBgn0053309	2L	14810761	14812599	1839
FBgn0264349	2L	14840434	14842209	1776
FBgn0261568	2L	14842358	14843108	751
FBgn0028886	2L	14844993	14851749	6757
FBgn0032553	2L	14870371	14872022	1652
FBgn0032554	2L	14874376	14876333	1958
FBgn0267291	2L	14876832	14877136	305
FBgn0013300	2L	14879050	14881652	2603
FBgn0013301	2L	14882101	14883721	1621
FBgn0266840	2L	14885105	14885411	307
FBgn0259213	2L	14907489	14972300	64812
FBgn0028887	2L	14924590	14930565	5976
FBgn0266870	2L	14974468	14975001	534
FBgn0086711	2L	14975747	14997559	21813
FBgn0040228	2L	15005733	15006607	875
FBgn0261881	2L	15006583	15007431	849
FBgn0028926	2L	15007813	15008538	726
FBgn0283659	2L	15008489	15009724	1236
FBgn0286027	2L	15009939	15011764	1826
FBgn0264438	2L	15011815	15012667	853
FBgn0260446	2L	15016331	15034704	18374
FBgn0053310	2L	15026882	15029513	2632
FBgn0051832	2L	15030928	15031750	823
FBgn0041713	2L	15035394	15037841	2448
FBgn0001977	2L	15036293	15038861	2569
FBgn0004837	2L	15039488	15043334	3847
FBgn0000317	2L	15044963	15057862	12900
FBgn0053679	2L	15058303	15059120	818
FBgn0010422	2L	15058919	15060757	1839
FBgn0283442	2L	15061656	15074311	12656
FBgn0283440	2L	15061656	15072133	10478
FBgn0024183	2L	15062931	15070316	7386
FBgn0028879	2L	15074776	15096915	22140
FBgn0028878	2L	15109405	15113092	3688
FBgn0001978	2L	15113480	15118069	4590
FBgn0264435	2L	15119783	15120819	1037
FBgn0265917	2L	15128559	15128971	413
FBgn0264436	2L	15129701	15130205	505
FBgn0028889	2L	15132306	15132389	84
FBgn0265996	2L	15159508	15160126	619
FBgn0265995	2L	15160651	15161083	433
FBgn0028888	2L	15161882	15200459	38578
FBgn0259965	2L	15201613	15202092	480
FBgn0263089	2L	15202259	15203967	1709
FBgn0265085	2L	15207850	15208768	919
FBgn0262875	2L	15215222	15216160	939
FBgn0028516	2L	15228728	15247714	18987
FBgn0028862	2L	15248879	15254715	5837
FBgn0283467	2L	15254819	15256304	1486
FBgn0259982	2L	15256581	15257642	1062
FBgn0045842	2L	15257267	15264692	7426
FBgn0261268	2L	15265245	15272024	6780
FBgn0086691	2L	15274181	15275091	911
FBgn0263765	2L	15277797	15279497	1701
FBgn0266888	2L	15280028	15280449	422
FBgn0028853	2L	15285000	15286047	1048
FBgn0028850	2L	15291426	15292239	814
FBgn0011239	2L	15292468	15294136	1669
FBgn0264264	2L	15295636	15297699	2064
FBgn0028852	2L	15297808	15299367	1560
FBgn0041103	2L	15317954	15318901	948
FBgn0287768	2L	15333866	15336138	2273
FBgn0032563	2L	15360921	15361627	707
FBgn0266153	2L	15396334	15396934	601
FBgn0266913	2L	15398687	15399003	317
FBgn0286889	2L	15399123	15399392	270
FBgn0266154	2L	15399560	15399858	299
FBgn0266914	2L	15400085	15400497	413
FBgn0266163	2L	15417929	15418361	433
FBgn0001983	2L	15423297	15425580	2284
FBgn0028892	2L	15433309	15435304	1996
FBgn0266155	2L	15435747	15436320	574
FBgn0266156	2L	15441601	15442314	714
FBgn0266157	2L	15463254	15463666	413
FBgn0266893	2L	15468944	15469527	584
FBgn0003448	2L	15476593	15478260	1668
FBgn0020371	2L	15484662	15485545	884
FBgn0266831	2L	15485697	15485951	255
FBgn0002524	2L	15499127	15505018	5892
FBgn0266158	2L	15515821	15516727	907
FBgn0264261	2L	15522002	15523993	1992
FBgn0259922	2L	15547519	15548243	725
FBgn0267292	2L	15549869	15550276	408
FBgn0028880	2L	15550372	15552029	1658
FBgn0028370	2L	15552723	15583978	31256
FBgn0028950	2L	15610171	15611719	1549
FBgn0266159	2L	15610171	15610746	576
FBgn0028944	2L	15612494	15613335	842
FBgn0028949	2L	15613905	15614828	924
FBgn0028948	2L	15615357	15616351	995
FBgn0028947	2L	15616997	15617915	919
FBgn0028946	2L	15622068	15623558	1491
FBgn0028945	2L	15628678	15629552	875
FBgn0028518	2L	15630002	15634987	4986
FBgn0028863	2L	15644183	15718272	74090
FBgn0264990	2L	15659041	15659474	434
FBgn0028864	2L	15661041	15662753	1713
FBgn0028517	2L	15670174	15671223	1050
FBgn0264544	2L	15675582	15676102	521
FBgn0264989	2L	15694038	15694471	434
FBgn0051780	2L	15696038	15697750	1713
FBgn0051827	2L	15705171	15706220	1050
FBgn0264545	2L	15710579	15711099	521
FBgn0010382	2L	15727581	15748150	20570
FBgn0266309	2L	15746257	15747000	744
FBgn0266160	2L	15748001	15748324	324
FBgn0001989	2L	15749319	15751078	1760
FBgn0003936	2L	15751557	15751682	126
FBgn0001986	2L	15752263	15755900	3638
FBgn0001987	2L	15756002	15762758	6757
FBgn0028507	2L	15764220	15766267	2048
FBgn0001990	2L	15766133	15768349	2217
FBgn0041627	2L	15768630	15771159	2530
FBgn0051826	2L	15771263	15773113	1851
FBgn0264260	2L	15776442	15776852	411
FBgn0028901	2L	15784085	15790146	6062
FBgn0265813	2L	15807181	15810319	3139
FBgn0262150	2L	15810571	15812141	1571
FBgn0265812	2L	15822296	15822942	647
FBgn0028900	2L	15834569	15835658	1090
FBgn0051822	2L	15836725	15837444	720
FBgn0267258	2L	15841010	15841427	418
FBgn0264263	2L	15846954	15847381	428
FBgn0028903	2L	15852592	15854110	1519
FBgn0028902	2L	15854126	15856450	2325
FBgn0261924	2L	15863200	15863663	464
FBgn0261925	2L	15864929	15865461	533
FBgn0028935	2L	15876938	15880156	3219
FBgn0265668	2L	15882783	15883190	408
FBgn0051824	2L	15887905	15888583	679
FBgn0041183	2L	15888640	15893811	5172
FBgn0051735	2L	15895454	15897071	1618
FBgn0051823	2L	15898879	15900524	1646
FBgn0051821	2L	15900935	15902410	1476
FBgn0028645	2L	15905134	15962435	57302
FBgn0266161	2L	15911691	15912062	372
FBgn0266162	2L	15912558	15913109	552
FBgn0032577	2L	15916888	15917607	720
FBgn0028514	2L	15923395	15926287	2893
FBgn0028857	2L	15941441	15942854	1414
FBgn0028856	2L	15957858	15959431	1574
FBgn0264347	2L	15960243	15961190	948
FBgn0028858	2L	15979486	15981455	1970
FBgn0263331	2L	15989756	15989957	202
FBgn0028644	2L	16000291	16041703	41413
FBgn0264373	2L	16001785	16002401	617
FBgn0085196	2L	16002981	16003641	661
FBgn0264374	2L	16003756	16004292	537
FBgn0045827	2L	16004325	16005461	1137
FBgn0264364	2L	16004325	16005461	1137
FBgn0051820	2L	16005789	16006279	491
FBgn0266138	2L	16006300	16006713	414
FBgn0000182	2L	16042047	16048757	6711
FBgn0266459	2L	16042047	16048757	6711
FBgn0013433	2L	16049965	16081684	31720
FBgn0266164	2L	16072835	16073569	735
FBgn0028520	2L	16094997	16095944	948
FBgn0028884	2L	16133508	16134412	905
FBgn0085197	2L	16134714	16135272	559
FBgn0266165	2L	16135365	16136204	840
FBgn0001991	2L	16165831	16190540	24710
FBgn0264350	2L	16178318	16179188	871
FBgn0265947	2L	16195000	16195321	322
FBgn0265948	2L	16195845	16196245	401
FBgn0265949	2L	16203110	16203476	367
FBgn0028893	2L	16211459	16213304	1846
FBgn0264392	2L	16216239	16217044	806
FBgn0261999	2L	16231475	16241527	10053
FBgn0262000	2L	16241939	16245559	3621
FBgn0024734	2L	16245835	16257606	11772
FBgn0284225	2L	16245835	16251788	5954
FBgn0028515	2L	16257688	16259511	1824
FBgn0002673	2L	16259414	16261877	2464
FBgn0028897	2L	16262141	16263483	1343
FBgn0001994	2L	16263556	16287730	24175
FBgn0040079	2L	16288290	16291195	2906
FBgn0028896	2L	16291284	16291948	665
FBgn0032582	2L	16292010	16293025	1016
FBgn0266204	2L	16293069	16293721	653
FBgn0001992	2L	16294183	16296969	2787
FBgn0028375	2L	16296051	16299858	3808
FBgn0028895	2L	16299943	16301765	1823
FBgn0028894	2L	16301656	16302954	1299
FBgn0028525	2L	16303264	16305940	2677
FBgn0015338	2L	16305801	16307298	1498
FBgn0011708	2L	16307346	16309274	1929
FBgn0000339	2L	16309292	16310726	1435
FBgn0001086	2L	16310956	16313097	2142
FBgn0000250	2L	16313036	16326207	13172
FBgn0014092	2L	16327069	16328131	1063
FBgn0001995	2L	16328059	16329132	1074
FBgn0040984	2L	16329925	16330521	597
FBgn0028899	2L	16330560	16337885	7326
FBgn0259151	2L	16337989	16340368	2380
FBgn0265578	2L	16340392	16342324	1933
FBgn0000307	2L	16342430	16352628	10199
FBgn0087041	2L	16342430	16352628	10199
FBgn0028506	2L	16352934	16354539	1606
FBgn0025678	2L	16354886	16356735	1850
FBgn0028841	2L	16365903	16367039	1137
FBgn0028523	2L	16400175	16448469	48295
FBgn0020416	2L	16445278	16446793	1516
FBgn0020415	2L	16447330	16450508	3179
FBgn0020414	2L	16450907	16455194	4288
FBgn0005677	2L	16466512	16485998	19487
FBgn0032585	2L	16488148	16490182	2035
FBgn0266329	2L	16490224	16490890	667
FBgn0032586	2L	16491540	16507621	16082
FBgn0032587	2L	16508078	16532877	24800
FBgn0263555	2L	16528375	16528491	117
FBgn0266894	2L	16534057	16534488	432
FBgn0266895	2L	16534962	16535228	267
FBgn0051816	2L	16542546	16543263	718
FBgn0259735	2L	16545016	16663218	118203
FBgn0032588	2L	16549181	16549959	779
FBgn0286734	2L	16561050	16561197	148
FBgn0051815	2L	16605822	16607321	1500
FBgn0032590	2L	16607370	16610037	2668
FBgn0265000	2L	16628752	16629173	422
FBgn0032593	2L	16663454	16676701	13248
FBgn0001185	2L	16677185	16679691	2507
FBgn0262191	2L	16678240	16678335	96
FBgn0261278	2L	16680054	16699926	19873
FBgn0267347	2L	16680054	16681653	1600
FBgn0051807	2L	16681819	16684008	2190
FBgn0053552	2L	16682503	16683290	788
FBgn0266310	2L	16697344	16697761	418
FBgn0262430	2L	16697924	16698015	92
FBgn0262386	2L	16698404	16698488	85
FBgn0262452	2L	16698554	16698650	97
FBgn0262413	2L	16698744	16698834	91
FBgn0263744	2L	16699921	16700825	905
FBgn0263745	2L	16700940	16703197	2258
FBgn0062978	2L	16704286	16716195	11910
FBgn0086907	2L	16715891	16719635	3745
FBgn0284248	2L	16719932	16722644	2713
FBgn0027779	2L	16722883	16727826	4944
FBgn0262438	2L	16724795	16724858	64
FBgn0263746	2L	16728035	16729681	1647
FBgn0051812	2L	16729777	16731199	1423
FBgn0032595	2L	16730458	16731039	582
FBgn0032596	2L	16731180	16732133	954
FBgn0032597	2L	16732550	16733624	1075
FBgn0015391	2L	16733617	16738388	4772
FBgn0032598	2L	16738850	16742610	3761
FBgn0261068	2L	16742315	16743100	786
FBgn0032600	2L	16743405	16753704	10300
FBgn0032601	2L	16754336	16758283	3948
FBgn0032602	2L	16758184	16760554	2371
FBgn0264695	2L	16766566	16788766	22201
FBgn0000406	2L	16788774	16790721	1948
FBgn0032603	2L	16791568	16793444	1877
FBgn0040262	2L	16794211	16796009	1799
FBgn0040261	2L	16796595	16798273	1679
FBgn0040260	2L	16799025	16801584	2560
FBgn0032609	2L	16802026	16821093	19068
FBgn0086673	2L	16804884	16816069	11186
FBgn0004797	2L	16816660	16826964	10305
FBgn0022213	2L	16821156	16825207	4052
FBgn0051739	2L	16827078	16832093	5016
FBgn0032612	2L	16832065	16834502	2438
FBgn0032613	2L	16835136	16837258	2123
FBgn0266491	2L	16837972	16841884	3913
FBgn0266492	2L	16837972	16841884	3913
FBgn0032614	2L	16842300	16848716	6417
FBgn0051810	2L	16849018	16852368	3351
FBgn0051809	2L	16853620	16858714	5095
FBgn0032615	2L	16860029	16861489	1461
FBgn0264440	2L	16861497	16862431	935
FBgn0051781	2L	16869346	16878300	8955
FBgn0052832	2L	16878326	16879290	965
FBgn0032618	2L	16879517	16886319	6803
FBgn0085342	2L	16879517	16886319	6803
FBgn0040985	2L	16887109	16887966	858
FBgn0261671	2L	16888490	16917052	28563
FBgn0265542	2L	16888507	16889530	1024
FBgn0260758	2L	16889908	16891239	1332
FBgn0051805	2L	16898175	16900473	2299
FBgn0032620	2L	16900535	16902218	1684
FBgn0026150	2L	16908229	16910418	2190
FBgn0262355	2L	16944723	16945374	652
FBgn0265543	2L	16947610	16950070	2461
FBgn0266823	2L	16965475	16965767	293
FBgn0053179	2L	16973091	16993984	20894
FBgn0265579	2L	16981867	16982301	435
FBgn0265581	2L	16982483	16983085	603
