rs chr ps
S1_52191518 1 52191518
S1_52191519 1 52191519
S1_52193786 1 52193786
S1_52201125 1 52201125
S1_52216893 1 52216893
S1_52218240 1 52218240
S1_52225421 1 52225421
S1_52229704 1 52229704
S1_52229834 1 52229834
S1_52230258 1 52230258
S1_52263830 1 52263830
S1_52265798 1 52265798
S1_52265834 1 52265834
S1_52287977 1 52287977
S1_52288020 1 52288020
S1_52288746 1 52288746
S1_52288755 1 52288755
S1_52288834 1 52288834
S1_52289069 1 52289069
S1_52289071 1 52289071
S1_52301321 1 52301321
S1_52308963 1 52308963
S1_52309929 1 52309929
S1_52310717 1 52310717
S1_52352206 1 52352206
S1_52353957 1 52353957
S1_52353960 1 52353960
S1_52372326 1 52372326
S1_52372345 1 52372345
S1_52372346 1 52372346
S1_52372349 1 52372349
S1_52372351 1 52372351
S1_52372352 1 52372352
S1_52372353 1 52372353
S1_52372354 1 52372354
S1_52386296 1 52386296
S1_52386326 1 52386326
S1_52386339 1 52386339
S1_52388718 1 52388718
S1_52388721 1 52388721
S1_52389927 1 52389927
S1_52390057 1 52390057
S1_52398452 1 52398452
S1_52398459 1 52398459
S1_52398466 1 52398466
S1_52398475 1 52398475
S1_52398485 1 52398485
S1_52506388 1 52506388
S1_52506417 1 52506417
S1_52506435 1 52506435
S1_52512773 1 52512773
S1_52512775 1 52512775
S1_52513305 1 52513305
S1_52513335 1 52513335
S1_52513353 1 52513353
S1_52513360 1 52513360
S1_52513369 1 52513369
S1_52513401 1 52513401
S1_52516698 1 52516698
S1_52518314 1 52518314
S1_52528024 1 52528024
S1_52528643 1 52528643
S1_52619509 1 52619509
S1_52622941 1 52622941
S1_52623432 1 52623432
S1_52623530 1 52623530
S1_52623540 1 52623540
S1_52623558 1 52623558
S1_52623597 1 52623597
S1_52623698 1 52623698
S1_52623704 1 52623704
S1_52627058 1 52627058
S1_52627108 1 52627108
S1_52627110 1 52627110
S1_52647661 1 52647661
S1_52655632 1 52655632
S1_52707769 1 52707769
S1_52709419 1 52709419
S1_52709539 1 52709539
S1_52709577 1 52709577
S1_52709600 1 52709600
S1_52709698 1 52709698
S1_52709719 1 52709719
S1_52724191 1 52724191
S1_52724193 1 52724193
S1_52726993 1 52726993
S1_52759149 1 52759149
S1_52760979 1 52760979
S1_52761000 1 52761000
S1_52761026 1 52761026
S1_52761050 1 52761050
S1_52790203 1 52790203
S1_52794684 1 52794684
S1_52794736 1 52794736
S1_52800308 1 52800308
S1_52806216 1 52806216
S1_52809044 1 52809044
S1_52809186 1 52809186
S1_52809243 1 52809243
S1_52814105 1 52814105
S1_52816652 1 52816652
S1_52818242 1 52818242
S1_52818270 1 52818270
S1_52818273 1 52818273
S1_52818934 1 52818934
S1_52818947 1 52818947
S1_52828313 1 52828313
S1_52829812 1 52829812
S1_52829843 1 52829843
S1_52829858 1 52829858
S1_52829875 1 52829875
S1_52884340 1 52884340
S1_52889184 1 52889184
S1_52906209 1 52906209
S1_52920559 1 52920559
S1_52927318 1 52927318
S1_52927403 1 52927403
S1_52927439 1 52927439
S1_52928946 1 52928946
S1_52928947 1 52928947
S1_52928971 1 52928971
S1_52970600 1 52970600
S1_52970701 1 52970701
S1_52970741 1 52970741
S1_52970743 1 52970743
S1_52973142 1 52973142
S1_52973157 1 52973157
S1_52983181 1 52983181
S1_52983185 1 52983185
S1_52989906 1 52989906
S1_52989908 1 52989908
S1_52990294 1 52990294
S1_52990295 1 52990295
S1_53006977 1 53006977
S1_53006979 1 53006979
S1_53006980 1 53006980
S1_53052672 1 53052672
S1_53090403 1 53090403
S1_53097591 1 53097591
S1_53125014 1 53125014
S1_53125810 1 53125810
S1_53127387 1 53127387
S1_53127461 1 53127461
S1_53127467 1 53127467
S1_53127512 1 53127512
S1_53136233 1 53136233
S1_53138038 1 53138038
S1_53140925 1 53140925
S1_53158951 1 53158951
S1_53159006 1 53159006
S1_53162116 1 53162116
S1_53174721 1 53174721
S1_53176084 1 53176084
S1_53188174 1 53188174
S1_53189100 1 53189100
S1_53189105 1 53189105
S1_53189106 1 53189106
S1_53189107 1 53189107
S1_53189108 1 53189108
S1_53189109 1 53189109
S1_53189111 1 53189111
S1_53189114 1 53189114
S1_53189115 1 53189115
S1_53195107 1 53195107
S1_53195109 1 53195109
S1_53208637 1 53208637
S1_53210249 1 53210249
S1_53215488 1 53215488
S1_53221223 1 53221223
S1_53224000 1 53224000
S1_53224006 1 53224006
S1_53224881 1 53224881
S1_53224884 1 53224884
S1_53224885 1 53224885
S1_53225127 1 53225127
S1_53230059 1 53230059
S1_53237158 1 53237158
S1_53327300 1 53327300
S1_53327333 1 53327333
S1_53371414 1 53371414
S1_53371551 1 53371551
S1_53404056 1 53404056
S1_53404061 1 53404061
S1_53467967 1 53467967
S1_53469530 1 53469530
S1_53477045 1 53477045
S1_53477085 1 53477085
S1_53480346 1 53480346
S1_53483672 1 53483672
S1_53483762 1 53483762
S1_53507677 1 53507677
S1_53521964 1 53521964
S1_53546370 1 53546370
S1_53547073 1 53547073
S1_53547137 1 53547137
S1_53547148 1 53547148
S1_53562382 1 53562382
S1_53562386 1 53562386
S1_53562421 1 53562421
S1_53562454 1 53562454
S1_53565193 1 53565193
S1_53565196 1 53565196
S1_53565201 1 53565201
S1_53565206 1 53565206
S1_53580373 1 53580373
S1_53580389 1 53580389
S1_53580443 1 53580443
S1_53580604 1 53580604
S1_53580621 1 53580621
S1_53580629 1 53580629
S1_53582602 1 53582602
S1_53582654 1 53582654
S1_53607213 1 53607213
S1_53611065 1 53611065
S1_53615828 1 53615828
S1_53617798 1 53617798
S1_53617800 1 53617800
S1_53617803 1 53617803
S1_53617841 1 53617841
S1_53639691 1 53639691
S1_53639776 1 53639776
S1_53640824 1 53640824
S1_53702930 1 53702930
S1_53708684 1 53708684
S1_53708699 1 53708699
S1_53717337 1 53717337
S1_53720165 1 53720165
S1_53720176 1 53720176
S1_53728527 1 53728527
S1_53731133 1 53731133
S1_53752540 1 53752540
S1_53752557 1 53752557
S1_53758725 1 53758725
S1_53758820 1 53758820
S1_53806678 1 53806678
S1_53807266 1 53807266
S1_53827917 1 53827917
S1_53919702 1 53919702
S1_53919711 1 53919711
S1_53919738 1 53919738
S1_53920345 1 53920345
S1_53920633 1 53920633
S1_53920641 1 53920641
S1_53934258 1 53934258
S1_53944945 1 53944945
S1_53945129 1 53945129
S1_53949857 1 53949857
S1_53949904 1 53949904
S1_53950785 1 53950785
S1_53950794 1 53950794
S1_53950924 1 53950924
S1_53962442 1 53962442
S1_53963509 1 53963509
S1_53963525 1 53963525
S1_53963529 1 53963529
S1_53963537 1 53963537
S1_53967140 1 53967140
S1_53967164 1 53967164
S1_54026299 1 54026299
S1_54026369 1 54026369
S1_54026372 1 54026372
S1_54026375 1 54026375
S1_54039814 1 54039814
S1_54039829 1 54039829
S1_54053095 1 54053095
S1_54053418 1 54053418
S1_54073570 1 54073570
S1_54073575 1 54073575
S1_54131552 1 54131552
S1_54147680 1 54147680
S1_54147699 1 54147699
S1_54157958 1 54157958
S1_54158000 1 54158000
S1_54159331 1 54159331
S1_54177794 1 54177794
S1_54177835 1 54177835
S1_54177874 1 54177874
S1_54183390 1 54183390
S1_54188030 1 54188030
S1_54191911 1 54191911
S1_54194754 1 54194754
S1_54272166 1 54272166
S1_54350729 1 54350729
S1_54350986 1 54350986
S1_54351561 1 54351561
S1_54357446 1 54357446
S1_54357500 1 54357500
S1_54357501 1 54357501
S1_54358709 1 54358709
S1_54362479 1 54362479
S1_54371158 1 54371158
S1_54406982 1 54406982
S1_54406994 1 54406994
S1_54415741 1 54415741
S1_54420440 1 54420440
S1_54460308 1 54460308
S1_54470317 1 54470317
S1_54470322 1 54470322
S1_54480028 1 54480028
S1_54490494 1 54490494
S1_54490670 1 54490670
S1_54501030 1 54501030
S1_54531403 1 54531403
S1_54531433 1 54531433
S1_54544021 1 54544021
S1_54544050 1 54544050
S1_54571285 1 54571285
S1_54585230 1 54585230
S1_54585757 1 54585757
S1_54585761 1 54585761
S1_54593455 1 54593455
S1_54597071 1 54597071
S1_54597173 1 54597173
S1_54617349 1 54617349
S1_54656010 1 54656010
S1_54656047 1 54656047
S1_54658631 1 54658631
S1_54663706 1 54663706
S1_54664156 1 54664156
S1_54684913 1 54684913
S1_54684930 1 54684930
S1_54699033 1 54699033
S1_54701832 1 54701832
S1_54707188 1 54707188
S1_54711551 1 54711551
S1_54711578 1 54711578
S1_54718212 1 54718212
S1_54718213 1 54718213
S1_54735471 1 54735471
S1_54773509 1 54773509
S1_54786565 1 54786565
S1_54786643 1 54786643
S1_54786703 1 54786703
S1_54863300 1 54863300
S1_54863373 1 54863373
S1_54863388 1 54863388
S1_54869093 1 54869093
S1_54869107 1 54869107
S1_54870210 1 54870210
S1_54887807 1 54887807
S1_54889982 1 54889982
S1_54889990 1 54889990
S1_54905946 1 54905946
S1_54910738 1 54910738
S1_54910815 1 54910815
S1_54912870 1 54912870
S1_54912891 1 54912891
S1_54934804 1 54934804
S1_54947580 1 54947580
S1_54947594 1 54947594
S1_54951823 1 54951823
S1_55032126 1 55032126
S1_55032174 1 55032174
S1_55032179 1 55032179
S1_55032218 1 55032218
S1_55048137 1 55048137
S1_55055125 1 55055125
S1_55060419 1 55060419
S1_55060424 1 55060424
S1_55062878 1 55062878
S1_55062888 1 55062888
S1_55097609 1 55097609
S1_55097610 1 55097610
S1_55097611 1 55097611
S1_55099476 1 55099476
S1_55118474 1 55118474
S1_55118509 1 55118509
S1_55118513 1 55118513
S1_55164530 1 55164530
S1_55164538 1 55164538
S1_55164570 1 55164570
S1_55164598 1 55164598
S1_55171157 1 55171157
S1_55171168 1 55171168
S1_55171717 1 55171717
S1_55171753 1 55171753
S1_55171771 1 55171771
S1_55172121 1 55172121
S1_55172187 1 55172187
S1_55222321 1 55222321
S1_55233715 1 55233715
S1_55241317 1 55241317
S1_55243319 1 55243319
S1_55243671 1 55243671
S1_55266843 1 55266843
S1_55274956 1 55274956
S1_55278821 1 55278821
S1_55278828 1 55278828
S1_55278866 1 55278866
S1_55285244 1 55285244
S1_55290756 1 55290756
S1_55290928 1 55290928
S1_55302309 1 55302309
S1_55302740 1 55302740
S1_55303391 1 55303391
S1_55303397 1 55303397
S1_55310593 1 55310593
S1_55345044 1 55345044
S1_55345281 1 55345281
S1_55345290 1 55345290
S1_55345293 1 55345293
S1_55345296 1 55345296
S1_55345297 1 55345297
S1_55345298 1 55345298
S1_55345310 1 55345310
S1_55345644 1 55345644
S1_55345647 1 55345647
S1_55358120 1 55358120
S1_55364779 1 55364779
S1_55364790 1 55364790
S1_55364826 1 55364826
S1_55364848 1 55364848
S1_55364855 1 55364855
S1_55365185 1 55365185
S1_55365227 1 55365227
S1_55365461 1 55365461
S1_55365475 1 55365475
S1_55369764 1 55369764
S1_55369811 1 55369811
S1_55369886 1 55369886
S1_55388512 1 55388512
S1_55388859 1 55388859
S1_55391998 1 55391998
S1_55392117 1 55392117
S1_55428567 1 55428567
S1_55428615 1 55428615
S1_55433413 1 55433413
S1_55433882 1 55433882
S1_55433883 1 55433883
S1_55433907 1 55433907
S1_55433917 1 55433917
S1_55434233 1 55434233
S1_55515038 1 55515038
S1_55517056 1 55517056
S1_55530433 1 55530433
S1_55530434 1 55530434
S1_55530527 1 55530527
S1_55533682 1 55533682
S1_55533950 1 55533950
S1_55533997 1 55533997
S1_55534242 1 55534242
S1_55534258 1 55534258
S1_55534266 1 55534266
S1_55534273 1 55534273
S1_55534288 1 55534288
S1_55541869 1 55541869
S1_55555538 1 55555538
S1_55555614 1 55555614
S1_55556255 1 55556255
S1_55593430 1 55593430
S1_55598787 1 55598787
S1_55598805 1 55598805
S1_55599094 1 55599094
S1_55599100 1 55599100
S1_55615358 1 55615358
S1_55618794 1 55618794
S1_55625099 1 55625099
S1_55633343 1 55633343
S1_55634753 1 55634753
S1_55639119 1 55639119
S1_55649179 1 55649179
S1_55666769 1 55666769
S1_55666866 1 55666866
S1_55666867 1 55666867
S1_55667209 1 55667209
S1_55667210 1 55667210
S1_55674764 1 55674764
S1_55675021 1 55675021
S1_55675053 1 55675053
S1_55678529 1 55678529
S1_55678918 1 55678918
S1_55709096 1 55709096
S1_55725551 1 55725551
S1_55742553 1 55742553
S1_55742717 1 55742717
S1_55752545 1 55752545
S1_55752662 1 55752662
S1_55760105 1 55760105
S1_55760106 1 55760106
S1_55760182 1 55760182
S1_55792507 1 55792507
S1_55814318 1 55814318
S1_55814338 1 55814338
S1_55859510 1 55859510
S1_55859593 1 55859593
S1_55859594 1 55859594
S1_55859609 1 55859609
S1_56021371 1 56021371
S1_56021402 1 56021402
S1_56023492 1 56023492
S1_56026164 1 56026164
S1_56026176 1 56026176
S1_56031170 1 56031170
S1_56036020 1 56036020
S1_56036036 1 56036036
S1_56056866 1 56056866
S1_56056879 1 56056879
S1_56062778 1 56062778
S1_56062841 1 56062841
S1_56063049 1 56063049
S1_56063059 1 56063059
S1_56063073 1 56063073
S1_56063086 1 56063086
S1_56089825 1 56089825
S1_56089856 1 56089856
S1_56089862 1 56089862
S1_56111771 1 56111771
S1_56111773 1 56111773
S1_56111777 1 56111777
S1_56129945 1 56129945
S1_56130811 1 56130811
S1_56146488 1 56146488
S1_56146913 1 56146913
S1_56146914 1 56146914
S1_56149369 1 56149369
S1_56155462 1 56155462
S1_56155475 1 56155475
S1_56155493 1 56155493
S1_56155509 1 56155509
S1_56155510 1 56155510
S1_56156224 1 56156224
S1_56156236 1 56156236
S1_56156242 1 56156242
S1_56156327 1 56156327
S1_56156369 1 56156369
S1_56164573 1 56164573
S1_56174066 1 56174066
S1_56189741 1 56189741
S1_56199908 1 56199908
S1_56203949 1 56203949
S1_56208872 1 56208872
S1_56208917 1 56208917
S1_56208948 1 56208948
S1_56213286 1 56213286
S1_56213404 1 56213404
S1_56213825 1 56213825
S1_56221821 1 56221821
S1_56221839 1 56221839
S1_56222284 1 56222284
S1_56228018 1 56228018
S1_56228059 1 56228059
S1_56263679 1 56263679
S1_56267482 1 56267482
S1_56268036 1 56268036
S1_56268042 1 56268042
S1_56297045 1 56297045
S1_56297046 1 56297046
S1_56298190 1 56298190
S1_56320171 1 56320171
S1_56320180 1 56320180
S1_56320192 1 56320192
S1_56320195 1 56320195
S1_56320208 1 56320208
S1_56320213 1 56320213
S1_56376435 1 56376435
S1_56376628 1 56376628
S1_56377673 1 56377673
S1_56411398 1 56411398
S1_56481613 1 56481613
S1_56496743 1 56496743
S1_56496887 1 56496887
S1_56497617 1 56497617
S1_56516379 1 56516379
S1_56553276 1 56553276
S1_56569004 1 56569004
S1_56576337 1 56576337
S1_56576340 1 56576340
S1_56578685 1 56578685
S1_56578739 1 56578739
S1_56606902 1 56606902
S1_56617625 1 56617625
S1_56617705 1 56617705
S1_56617725 1 56617725
S1_56617814 1 56617814
S1_56618205 1 56618205
S1_56618262 1 56618262
S1_56618305 1 56618305
S1_56640458 1 56640458
S1_56640510 1 56640510
S1_56640579 1 56640579
S1_56640588 1 56640588
S1_56640609 1 56640609
S1_56640611 1 56640611
S1_56658555 1 56658555
S1_56660005 1 56660005
S1_56662081 1 56662081
S1_56662090 1 56662090
S1_56662122 1 56662122
S1_56662209 1 56662209
S1_56669618 1 56669618
S1_56669619 1 56669619
S1_56669624 1 56669624
S1_56684472 1 56684472
S1_56684633 1 56684633
S1_56684928 1 56684928
S1_56700164 1 56700164
S1_56700364 1 56700364
S1_56700470 1 56700470
S1_56700512 1 56700512
S1_56700930 1 56700930
S1_56701018 1 56701018
S1_56701046 1 56701046
S1_56701049 1 56701049
S1_56701050 1 56701050
S1_56711330 1 56711330
S1_56728847 1 56728847
S1_56773265 1 56773265
S1_56775393 1 56775393
S1_56775401 1 56775401
S1_56777847 1 56777847
S1_56777851 1 56777851
S1_56777857 1 56777857
S1_56779648 1 56779648
S1_56779681 1 56779681
S1_56787923 1 56787923
S1_56791408 1 56791408
S1_56791415 1 56791415
S1_56791465 1 56791465
S1_56791489 1 56791489
S1_56791507 1 56791507
S1_56796589 1 56796589
S1_56797712 1 56797712
S1_56800049 1 56800049
S1_56800967 1 56800967
S1_56818119 1 56818119
S1_56818199 1 56818199
S1_56821348 1 56821348
S1_56821370 1 56821370
S1_56821388 1 56821388
S1_56825807 1 56825807
S1_56841848 1 56841848
S1_56848167 1 56848167
S1_56851506 1 56851506
S1_56851547 1 56851547
S1_56853427 1 56853427
S1_56869982 1 56869982
S1_56871121 1 56871121
S1_56886774 1 56886774
S1_56912076 1 56912076
S1_56912518 1 56912518
S1_56913169 1 56913169
S1_56922341 1 56922341
S1_56936080 1 56936080
S1_56936089 1 56936089
S1_56948348 1 56948348
S1_56951875 1 56951875
S1_56951906 1 56951906
S1_56954683 1 56954683
S1_56954692 1 56954692
S1_56954704 1 56954704
S1_56966218 1 56966218
S1_56966221 1 56966221
S1_56966226 1 56966226
S1_56968868 1 56968868
S1_56974094 1 56974094
S1_56980772 1 56980772
S1_56987315 1 56987315
S1_56987388 1 56987388
S1_56992873 1 56992873
S1_56996056 1 56996056
S1_56996173 1 56996173
S1_56997762 1 56997762
S1_56997767 1 56997767
S1_57074611 1 57074611
S1_57083816 1 57083816
S1_57083818 1 57083818
S1_57083819 1 57083819
S1_57083925 1 57083925
S1_57095359 1 57095359
S1_57095360 1 57095360
S1_57095721 1 57095721
S1_57096494 1 57096494
S1_57096495 1 57096495
S1_57159443 1 57159443
S1_57162636 1 57162636
S1_57162703 1 57162703
S1_57162707 1 57162707
S1_57162709 1 57162709
S1_57165568 1 57165568
S1_57165571 1 57165571
S1_57165595 1 57165595
S1_57169243 1 57169243
S1_57171515 1 57171515
S1_57176042 1 57176042
S1_57214624 1 57214624
S1_57221805 1 57221805
S1_57221843 1 57221843
S1_57228320 1 57228320
S1_57230147 1 57230147
S1_57232231 1 57232231
S1_57238240 1 57238240
S1_57238270 1 57238270
S1_57238355 1 57238355
S1_57256547 1 57256547
S1_57260786 1 57260786
S1_57260868 1 57260868
S1_57261268 1 57261268
S1_57289062 1 57289062
S1_57289067 1 57289067
S1_57289080 1 57289080
S1_57291028 1 57291028
S1_57291039 1 57291039
S1_57291048 1 57291048
S1_57291200 1 57291200
S1_57294396 1 57294396
S1_57307163 1 57307163
S1_57324054 1 57324054
S1_57325496 1 57325496
S1_57343869 1 57343869
S1_57353463 1 57353463
S1_57356308 1 57356308
S1_57356446 1 57356446
S1_57356449 1 57356449
S1_57356757 1 57356757
S1_57357199 1 57357199
S1_57369995 1 57369995
S1_57377615 1 57377615
S1_57377707 1 57377707
S1_57438667 1 57438667
S1_57438686 1 57438686
S1_57442199 1 57442199
S1_57442904 1 57442904
S1_57442909 1 57442909
S1_57444921 1 57444921
S1_57445018 1 57445018
S1_57449691 1 57449691
S1_57459331 1 57459331
S1_57475549 1 57475549
S1_57475950 1 57475950
S1_57492559 1 57492559
S1_57492765 1 57492765
S1_57492799 1 57492799
S1_57508506 1 57508506
S1_57508520 1 57508520
S1_57511383 1 57511383
S1_57520668 1 57520668
S1_57528693 1 57528693
S1_57528708 1 57528708
S1_57528743 1 57528743
S1_57534968 1 57534968
S1_57556161 1 57556161
S1_57557009 1 57557009
S1_57560011 1 57560011
S1_57560014 1 57560014
S1_57560035 1 57560035
S1_57565049 1 57565049
S1_57608264 1 57608264
S1_57608265 1 57608265
S1_57608280 1 57608280
S1_57608309 1 57608309
S1_57609019 1 57609019
S1_57610687 1 57610687
S1_57610732 1 57610732
S1_57610750 1 57610750
S1_57610829 1 57610829
S1_57610830 1 57610830
S1_57610933 1 57610933
S1_57610963 1 57610963
S1_57611017 1 57611017
S1_57611222 1 57611222
S1_57627514 1 57627514
S1_57642574 1 57642574
S1_57645593 1 57645593
S1_57645607 1 57645607
S1_57653442 1 57653442
S1_57689563 1 57689563
S1_57691728 1 57691728
S1_57691740 1 57691740
S1_57701575 1 57701575
S1_57711957 1 57711957
S1_57752532 1 57752532
S1_57759394 1 57759394
S1_57802746 1 57802746
S1_57802753 1 57802753
S1_57802756 1 57802756
S1_57802757 1 57802757
S1_57829556 1 57829556
S1_57838901 1 57838901
S1_57838924 1 57838924
S1_57841084 1 57841084
S1_57878906 1 57878906
S1_57878929 1 57878929
S1_57878944 1 57878944
S1_57899205 1 57899205
S1_57899217 1 57899217
S1_57904722 1 57904722
S1_57910544 1 57910544
S1_57937538 1 57937538
S1_57940018 1 57940018
S1_57959288 1 57959288
S1_57964741 1 57964741
S1_57970774 1 57970774
S1_57990706 1 57990706
S1_57990717 1 57990717
S1_57994342 1 57994342
S1_57994531 1 57994531
S1_57994961 1 57994961
S1_58012219 1 58012219
S1_58021098 1 58021098
S1_58021120 1 58021120
S1_58021121 1 58021121
S1_58026346 1 58026346
S1_58045170 1 58045170
S1_58045171 1 58045171
S1_58045185 1 58045185
S1_58054765 1 58054765
S1_58054833 1 58054833
S1_58054837 1 58054837
S1_58054863 1 58054863
S1_58055143 1 58055143
S1_58055175 1 58055175
S1_58055199 1 58055199
S1_58058179 1 58058179
S1_58059874 1 58059874
S1_58059920 1 58059920
S1_58059950 1 58059950
S1_58060060 1 58060060
S1_58060214 1 58060214
S1_58060226 1 58060226
S1_58060232 1 58060232
S1_58060305 1 58060305
S1_58060494 1 58060494
S1_58060649 1 58060649
S1_58064651 1 58064651
S1_58064817 1 58064817
S1_58064852 1 58064852
S1_58064887 1 58064887
S1_58065014 1 58065014
S1_58065167 1 58065167
S1_58065231 1 58065231
S1_58065376 1 58065376
S1_58066109 1 58066109
S1_58066564 1 58066564
S1_58068781 1 58068781
S1_58068783 1 58068783
S1_58068789 1 58068789
S1_58068801 1 58068801
S1_58068828 1 58068828
S1_58069094 1 58069094
S1_58082728 1 58082728
S1_58098926 1 58098926
S1_58101561 1 58101561
S1_58132992 1 58132992
S1_58132998 1 58132998
S1_58133039 1 58133039
S1_58134547 1 58134547
S1_58134572 1 58134572
S1_58148560 1 58148560
S1_58163574 1 58163574
S1_58163576 1 58163576
S1_58174880 1 58174880
S1_58176802 1 58176802
S1_58196208 1 58196208
S1_58196346 1 58196346
S1_58221144 1 58221144
S1_58261479 1 58261479
S1_58268098 1 58268098
S1_58274783 1 58274783
S1_58289867 1 58289867
S1_58290558 1 58290558
S1_58290654 1 58290654
S1_58290794 1 58290794
S1_58293906 1 58293906
S1_58293949 1 58293949
S1_58294451 1 58294451
S1_58327886 1 58327886
S1_58342640 1 58342640
S1_58344401 1 58344401
S1_58348637 1 58348637
S1_58349011 1 58349011
S1_58349024 1 58349024
S1_58375913 1 58375913
S1_58380022 1 58380022
S1_58458613 1 58458613
S1_58458715 1 58458715
S1_58483151 1 58483151
S1_58483152 1 58483152
S1_58483338 1 58483338
S1_58486518 1 58486518
S1_58490689 1 58490689
S1_58535343 1 58535343
S1_58535395 1 58535395
S1_58536634 1 58536634
S1_58549061 1 58549061
S1_58549062 1 58549062
S1_58549795 1 58549795
S1_58615405 1 58615405
S1_58616198 1 58616198
S1_58616227 1 58616227
S1_58646315 1 58646315
S1_58647462 1 58647462
S1_58674419 1 58674419
S1_58674441 1 58674441
S1_58689180 1 58689180
S1_58730304 1 58730304
S1_58730307 1 58730307
S1_58730323 1 58730323
S1_58743098 1 58743098
S1_58769624 1 58769624
S1_58771855 1 58771855
S1_58793765 1 58793765
S1_58810790 1 58810790
S1_58810817 1 58810817
S1_58811124 1 58811124
S1_58827823 1 58827823
S1_58831853 1 58831853
S1_58836550 1 58836550
S1_58836553 1 58836553
S1_58836555 1 58836555
S1_58836556 1 58836556
S1_58836557 1 58836557
S1_58836608 1 58836608
S1_58841181 1 58841181
S1_58850433 1 58850433
S1_58858551 1 58858551
S1_58878605 1 58878605
S1_58878995 1 58878995
S1_58879028 1 58879028
S1_58914977 1 58914977
S1_58914995 1 58914995
S1_58916457 1 58916457
S1_58916543 1 58916543
S1_58917264 1 58917264
S1_58917319 1 58917319
S1_58918907 1 58918907
S1_58918915 1 58918915
S1_58918936 1 58918936
S1_58919020 1 58919020
S1_58923477 1 58923477
S1_58938269 1 58938269
S1_58938280 1 58938280
S1_58942309 1 58942309
S1_58948478 1 58948478
S1_58948871 1 58948871
S1_58948922 1 58948922
S1_58949043 1 58949043
S1_58949671 1 58949671
S1_58949983 1 58949983
S1_58950061 1 58950061
S1_58983675 1 58983675
S1_58986494 1 58986494
S1_58990161 1 58990161
S1_59011780 1 59011780
S1_59039522 1 59039522
S1_59048173 1 59048173
S1_59070587 1 59070587
S1_59070697 1 59070697
S1_59070975 1 59070975
S1_59081269 1 59081269
S1_59081839 1 59081839
S1_59081901 1 59081901
S1_59089475 1 59089475
S1_59089586 1 59089586
S1_59089608 1 59089608
S1_59113614 1 59113614
S1_59113940 1 59113940
S1_59115210 1 59115210
S1_59119245 1 59119245
S1_59119288 1 59119288
S1_59119289 1 59119289
S1_59119927 1 59119927
S1_59124149 1 59124149
S1_59124976 1 59124976
S1_59125308 1 59125308
S1_59125335 1 59125335
S1_59130420 1 59130420
S1_59130424 1 59130424
S1_59134468 1 59134468
S1_59144682 1 59144682
S1_59146395 1 59146395
S1_59150231 1 59150231
S1_59150344 1 59150344
S1_59150360 1 59150360
S1_59150362 1 59150362
S1_59150409 1 59150409
S1_59157796 1 59157796
S1_59166082 1 59166082
S1_59178469 1 59178469
S1_59186225 1 59186225
S1_59186232 1 59186232
S1_59194877 1 59194877
S1_59203365 1 59203365
S1_59204409 1 59204409
S1_59204732 1 59204732
S1_59260068 1 59260068
S1_59324273 1 59324273
S1_59325392 1 59325392
S1_59338018 1 59338018
S1_59338078 1 59338078
S1_59359836 1 59359836
S1_59359866 1 59359866
S1_59359875 1 59359875
S1_59361820 1 59361820
S1_59362760 1 59362760
S1_59362776 1 59362776
S1_59362808 1 59362808
S1_59362810 1 59362810
S1_59362811 1 59362811
S1_59363584 1 59363584
S1_59363645 1 59363645
S1_59363652 1 59363652
S1_59363704 1 59363704
S1_59363976 1 59363976
S1_59364118 1 59364118
S1_59364151 1 59364151
S1_59364463 1 59364463
S1_59364557 1 59364557
S1_59364559 1 59364559
S1_59364608 1 59364608
S1_59365353 1 59365353
S1_59365420 1 59365420
S1_59365436 1 59365436
S1_59374156 1 59374156
S1_59380924 1 59380924
S1_59380952 1 59380952
S1_59380959 1 59380959
S1_59381183 1 59381183
S1_59381356 1 59381356
S1_59383361 1 59383361
S1_59383405 1 59383405
S1_59384650 1 59384650
S1_59392887 1 59392887
S1_59400490 1 59400490
S1_59400503 1 59400503
S1_59413094 1 59413094
S1_59441873 1 59441873
S1_59442055 1 59442055
S1_59452984 1 59452984
S1_59453020 1 59453020
S1_59459078 1 59459078
S1_59485873 1 59485873
S1_59487137 1 59487137
S1_59491888 1 59491888
S1_59491904 1 59491904
S1_59491920 1 59491920
S1_59491955 1 59491955
S1_59491991 1 59491991
S1_59503417 1 59503417
S1_59504160 1 59504160
S1_59504168 1 59504168
S1_59504174 1 59504174
S1_59504652 1 59504652
S1_59522433 1 59522433
S1_59522442 1 59522442
S1_59527854 1 59527854
S1_59528679 1 59528679
S1_59529510 1 59529510
S1_59529783 1 59529783
S1_59530302 1 59530302
S1_59530310 1 59530310
S1_59530334 1 59530334
S1_59532919 1 59532919
S1_59532927 1 59532927
S1_59532934 1 59532934
S1_59532939 1 59532939
S1_59539221 1 59539221
S1_59544188 1 59544188
S1_59584855 1 59584855
S1_59585614 1 59585614
S1_59587286 1 59587286
S1_59588192 1 59588192
S1_59588193 1 59588193
S1_59594269 1 59594269
S1_59594420 1 59594420
S1_59595572 1 59595572
S1_59596562 1 59596562
S1_59596662 1 59596662
S1_59596736 1 59596736
S1_59596740 1 59596740
S1_59596749 1 59596749
S1_59596839 1 59596839
S1_59600368 1 59600368
S1_59600383 1 59600383
S1_59619375 1 59619375
S1_59619402 1 59619402
S1_59619411 1 59619411
